claim,verdict,explanation,source,link,id
"""Missouri registered 78,421 in just one week of February of this year. Out of that number, 23,253 were dead people!""",false,"The Help America Vote Verification database shows the number of verification requests sent by a state’s election office to confirm a person’s eligibility to vote — not the number of people who registered to vote in a given week — a Social Security Administration spokesperson said in a statement sent to PolitiFact. It does not tally the number of people who are registered to vote or who are trying to register to vote. ""Under the Help America Vote Act, when a voter registrant does not have a driver’s license, states are permitted to submit the voter registrant’s name, date of birth and last four digits of their Social Security number to the Social Security Administration for verification,"" the statement said.",Instagram posts,https://www.politifact.com/factchecks/2024/oct/04/instagram-posts/no-missouri-did-not-register-78421-people-to-vote/,2eb014eb-8f63-412d-b275-a19e9d2c9b46
"Haitians are responsible for the disappearance of 16 cats in Bangor, Maine.",pants-fire,"The post includes video from an Aug. 29 News Center Maine broadcast about ""at least 16 cats"" that had disappeared from a Bangor neighborhood, Fairmount. McAmbley also shared a statement from Bruen, who said she believes both humans possibly stealing cats and wildlife are to blame for the missing cats, which ""must be close to 20 by now."" ""Bangor’s animal control officer, Trisha Bruen, said she believes the cats were killed by wildlife,"" the reporter says in the segment.",Instagram posts,https://www.politifact.com/factchecks/2024/sep/26/instagram-posts/lies-about-haitians-killing-pet-cats-spreads-from/,2ebdba49-cc9f-4f85-b839-d57c7f4515b1
Pallets of bricks were left all over the streets of Chicago before the Democratic National Convention.,false,"PolitiFact rated a similar claim False about pallets of bricks being found near locations of DNC-related protests. PolitiFact fact-checked those claims in 2020, finding that officials in cities across the U.S. said there was no connection between pallets of bricks and Black Lives Matter protests. The posts also say that bricks were found near Black Lives Matter protests in 2020 to incite violence.",X posts,https://www.politifact.com/factchecks/2024/aug/23/tweets/bricks-did-not-mysteriously-appear-in-chicago-befo/,ae7e997d-f9ae-48d9-8eb5-43d1d5355973
Says U.S. Sen. Tammy Baldwin “has done absolutely nothing” about the fentanyl crisis.,false,"Hovde went on to say that Baldwin was merely one in a long list of co-sponsors on a recent fentanyl bill that was introduced by a Republican lawmaker. Hovde claimed Baldwin ""has done absolutely nothing"" to address the fentanyl crisis in Wisconsin. Hovde’s campaign argued that on the bill that passed, Baldwin was not a major factor.",Eric Hovde,https://www.politifact.com/factchecks/2024/aug/22/eric-hovde/hovde-misses-mark-on-claim-that-baldwin-has-done-a/,0649f8d2-58e1-4c18-971e-d40421fd07c7
“Dave McCormick is fully against abortion.”,barely-true,"But during the 2024 campaign, McCormick has said he would not support a national abortion ban. During the 2024 campaign, though, McCormick has softened his abortion position and said if elected, he would oppose a national abortion ban if it were proposed. The article’s author wrote: ""David McCormick — who's facing a heated primary with his Trump-backed opponent, Mehmet Oz — said during a debate in Harrisburg last month he's fully against all scenarios involving abortion, apart from ‘in the very rare instances there should be exceptions for the life of the mother.’""   During that 2022 debate, the moderator asked McCormick whether he believes there should be exceptions to abortion laws for rape, incest and when the pregnant woman’s life is at risk.",WinSenate,https://www.politifact.com/factchecks/2024/oct/12/winsenate/democratic-ad-overstates-dave-mccormicks-abortion/,b73ad273-ac89-4c30-82e2-6f7f1a047808
“Mark Wahlberg y Mel Gibson invierten 500 millones de dólares para el primer estudio de producción de la industria centrado en los valores tradicionales”.,false,"Una publicación en Facebook dice que los actores Mark Wahlberg y Mel Gibson invirtieron millones de dólares en un estudio de producción con valores tradicionales. ""Mark Wahlberg y Mel Gibson invierten 500 millones de dólares para el primer estudio de producción de la industria centrado en los valores tradicionales"", dice la publicación del 21 de agosto. La imagen en la publicación en Facebook tiene como titular en inglés la supuesta noticia de que Wahlberg y Gibson invirtieron en un estudio.",Facebook posts,https://www.politifact.com/factchecks/2024/aug/26/facebook-posts/mark-wahlberg-y-mel-gibson-no-invierten-en-estudio/,41a7caa4-8bb2-4406-a53f-1dc602b96255
“Prices are up because these corporations are scheming to drive them up.”,barely-true,"Barrett, of Cornell University, said evidence that corporate price markups are causing rising prices has ""grown over time."" There is evidence that corporate profits are rising faster than inflation. However, it also noted that food and beverage retailers’ annual profits — or the amount they make above total costs — remain high, which the report said ""casts doubt on assertions that rising prices at the grocery store"" are because of retailers’ rising costs.",Bob Casey,https://www.politifact.com/factchecks/2024/aug/28/bob-casey/sen-bob-casey-said-prices-are-up-because-of-schemi/,d4ae9537-19eb-4089-a118-9e8dd2c36111
Image shows “P Diddy with Kamala Harris.”,false,"But one Threads post mischaracterizes an image of Vice President and 2024 Democratic presidential nominee Kamala Harris. ""Here is P Diddy with Kamala Harris,"" text above the image says. The person in the image isn’t Combs but talk show host Montel Williams, whom Harris once dated.",Viral image,https://www.politifact.com/factchecks/2024/sep/20/viral-image/image-shows-kamala-harris-and-montel-williams-not/,026129c9-7d60-442c-8a92-6d7873a26b49
“Portugal lanza monedas de 7 euros para honrar al legendario futbolista Cristiano Ronaldo”.,false,"Las dos monedas conmemorativas en circulación son una de los 50 años del 25 de abril de 1974, la Revolución de los Claveles, que acabó con 48 años de dictadura en el país. Y otra de la participación de Portugal en los Juegos Olímpicos de París. Siwei Lyu, profesor de la universidad de Buffalo, dijo que las imágenes presentan muestras de inteligencia artificial.",Facebook posts,https://www.politifact.com/factchecks/2024/sep/20/facebook-posts/falso-portugal-no-lanzo-monedas-de-7-euros-con-la/,2eadac76-c2f0-413b-a4d7-8d60522d19d5
2023 FEMA webinar shows the agency is prioritizing its relief efforts around LGBTQ+ people,false,X posts shared a clip of a 2023 FEMA webinar and cited it as evidence that FEMA is prioritizing LGBTQ+ people in its disaster response. This webinar was a discussion among FEMA and non-FEMA representatives about improving disaster preparedness for LGBTQ+ people; it was not about FEMA’s general disaster response. But this video does not show that FEMA has prioritized LGBTQ+ people in its relief efforts.,X posts,https://www.politifact.com/factchecks/2024/oct/11/tweets/clip-from-lgbtq-fema-webinar-goes-viral-without-co/,f0b756fb-83c7-4dfd-91dc-cd89e7555f8a
CNN reported that the Apalachee High School shooting suspect was motivated by a “lack of trans acceptance.”,false,"The CNN article did not use this wording and by the time this Instagram post was made, CNN had clarified what the Discord account said about transgender people. CNN also reported in that article that the Discord account ""expressed frustration with the acceptance of transgender people,"" according to a Sept. 5 archive of the CNN article page. A Sept. 7 Instagram post shared a screenshot of an X post that claimed the suspect was driven by a ""lack of trans acceptance,"" citing CNN’s reporting.",Instagram posts,https://www.politifact.com/factchecks/2024/sep/11/instagram-posts/posts-misconstrue-cnn-report-on-suspects-motive-in/,05d014d8-e604-40a3-9b5d-e83d9bba84a4
“El Proyecto 2025 quiere deshacerse de la NOAA” y del Servicio Nacional de Meteorología.,half-true,"Rick Thoman, un especialista climático de Alaska en la Universidad de Alaska Fairbanks, dijo que el lenguaje ambiguo del Proyecto 2025 hizo difícil evaluar si este llama a la eliminación de la NOAA y el Servicio Nacional de Meteorología. ¿Qué dice el Proyecto 2025 sobre la NOAA y el Servicio Nacional de Meteorología de Estados Unidos? El Proyecto 2025 incluye alrededor de cuatro páginas sobre la NOAA y el Servicio Nacional de Meteorología.",Jared Moskowitz,https://www.politifact.com/factchecks/2024/sep/27/jared-moskowitz/que-dice-el-proyecto-2025-del-servicio-nacional-de/,de698357-ac87-4527-bf6e-d587b2c3415d
"Kamala Harris ""let in the 13,099 convicted murderers and opposes all efforts to find them and to remove them.""",false,"Immigration and Customs Enforcement does not provide the year people who were convicted of crimes entered the U.S. People cannot be indefinitely in immigration detention: Immigration law requires people convicted of aggravated felonies, such as homicide, be detained. There are several reasons why people convicted of crimes are not in immigration detention.",Donald Trump,https://www.politifact.com/factchecks/2024/oct/02/donald-trump/why-donald-trumps-claim-that-kamala-harris-let-in/,9f12c411-cdf8-415c-aad1-f45e1089e04d
“BREAKING: Apalachee High School shooter has been identified as non-binary trans girl Samantha Hyde.”,pants-fire,"Authorities identified the suspect in the Apalachee High School shooting as 14-year-old Colt Gray, a student at the Winder, Georgia, school. We rate the claim that the Apalachee High School shooter was identified as ""Samantha Hyde"" Pants on Fire! That Jackson County sheriff’s office report, which identified Gray as male, said nothing about Gray being nonbinary or transgender.",X posts,https://www.politifact.com/factchecks/2024/sep/05/tweets/samantha-hyde-was-not-the-apalachee-high-school-sh/,650a66cc-1669-4e18-ac96-194a173ae677
"“Elon Musk has announced his first robot girlfriend, with artificial intelligence.”",false,"The image of Musk seated in a restaurant with a humanoid robot is not real. ""Elon Musk has announced his first robot girlfriend, with artificial intelligence. Tech 4 Peace, an Iraqi fact-checking outlet and signatory of the International Fact-Checking Network, also reported that the image of Musk with the supposed girlfriend robot was created with artificial intelligence.",Facebook posts,https://www.politifact.com/factchecks/2024/aug/15/facebook-posts/this-image-of-elon-musk-dining-with-a-robot-girlfr/,5ab5286a-a2ac-407a-af23-550b4e7ff2ec
"Of Bernie Moreno, “Now, he’s arguing for a national abortion ban, no exceptions.”",half-true,"Brown’s campaign said in opposing the abortion access amendment, Moreno voted to uphold the six-week abortion ban with no exceptions for rape or incest. When he ran in Ohio’s 2022 Republican primary for Senate, Moreno said he opposed exceptions to abortion bans. In his 2024 campaign, Moreno has said he supports federal limits on abortion after 15 weeks, with exceptions.",Sherrod Brown,https://www.politifact.com/factchecks/2024/sep/19/sherrod-brown/sherrod-brown-claim-about-bernie-moreno-and-aborti/,38045faf-186f-4607-a8c4-915fe2017d10
"""Mark Zuckerberg, CEO de Meta, ha retirado la verificación” de Nicolás Maduro en Facebook e Instagram.",false,"Captura de pantalla de la página de Facebook de Nicolás Maduro del 1 de abril de 2022 en Archive.today. Captura de pantalla de la página de Instagram de Nicolás Maduro del 13 de noviembre de 2020 en Wayback Machine. Archivos de la cuenta de Instagram de Maduro de 2017, 2019 y 2020, no muestran el sello de verificación.",Facebook posts,https://www.politifact.com/factchecks/2024/aug/02/facebook-posts/meta-no-quito-sello-de-verificacion-de-cuentas-de/,5216f081-177c-4175-bf1f-0eca4f4c30d8
JD Vance holds “anti-marriage-equality views.”,half-true,"""I don't think it's actually about gay marriage, it is not about same-sex marriage or same-sex equality,"" Vance said. Vance and Transportation Secretary Pete Buttigieg contradicted each other when asked about Vance’s views of gay marriage. During an Oct. 10, 2022, televised Senate race debate between Vance and Rep. Tim Ryan, D-Ohio, Vance said he opposed the Respect for Marriage Act, then pending before Congress.",Pete Buttigieg,https://www.politifact.com/factchecks/2024/aug/16/pete-buttigieg/buttigieg-overstates-vances-views-on-gay-marriage/,9398d875-df34-4e3a-bed4-97cd409f4aa3
"On June 7, 2011, Kamala Harris was involved in a San Francisco hit-and-run crash that injured a woman named Alicia Brown.",pants-fire,"A viral video claimed that Harris was involved in a June 7, 2011, hit-and-run crash in San Francisco that injured a woman named Alicia Brown. San Francisco Police Department spokesperson Allison Maxie said the agency found no calls for service or other reports involving a hit-and-run or car crash in the vicinity of the intersection of Post and Jones streets on or around this date in 2011. In video clips shared Sept. 4 on X, a woman identified as ""Alicia Brown"" claimed Harris, the Democratic presidential nominee, drove a car that struck and injured her June 7, 2011.",X posts,https://www.politifact.com/factchecks/2024/sep/05/tweets/no-proof-kamala-harris-injured-a-person-in-2011-ca/,7cc2350f-c7c9-43b7-87f0-c477f53ff013
"The apparent assassination attempt against former President Donald Trump on Sept. 15, 2024, was “staged.”",pants-fire,"Social media users claimed the apparent assassination attempt against Trump on Sept. 15 was ""staged."" Soon after U.S. Secret Service agents intervened to stop a second assassination attempt against former President Donald Trump on Sept. 15, social media users started spreading conspiracy theories about the incident, including that it was staged. In July, when a gunman opened fire on Trump during a Butler, Pennsylvania, campaign rally and a bullet grazed Trump’s ear, social media users also falsely claimed that assassination attempt was staged.",X posts,https://www.politifact.com/factchecks/2024/sep/16/tweets/claims-that-an-apparent-assassination-attempt-agai/,e6037ba3-4924-4529-8cd7-edb6ca7e581d
Video shows former President Donald Trump freezing up.,false,"Thank you, thank you very much, thank you. Thank you. Thank you.""",Threads posts,https://www.politifact.com/factchecks/2024/aug/14/threads-posts/trump-didnt-suddenly-freeze-he-was-reacting-to-a-m/,d3ca08a0-e964-4616-97de-62d4bbce9972
“Biden Announces: ‘2.4 billion more to Ukraine’ but ‘no more aid for Hurricane Helene.’”,false,"A reporter asked whether there were more resources the federal government could be giving states, and Biden answered no and said the administration had preplanned a significant amount of aid that was already being deployed. We found other posts claiming that Biden said no more aid would be coming for states affected by the storm, with some tying it to aid for Ukraine. Social media posts claimed that Biden ""announced"" there would be billions in aid for Ukraine but no more aid for areas affected by Hurricane Helene.",Social Media,https://www.politifact.com/factchecks/2024/sep/30/social-media/no-link-between-ukraine-and-helene-aid-and-joe-bid/,ddc3ed92-d6cc-4dde-9949-9c7699dde09a
"Vice President Kamala Harris wore NOVA H1 audio earrings in the Sept. 10, 2024, presidential debate.",pants-fire,"We rate the claim that Harris was wearing the NOVA H1 earphone earrings during the presidential debate Pants on Fire! The NOVA H1 earrings and the earrings Harris wore during the debate may look similar because of a pearl in both designs, but upon closer inspection, they have important differences. Kelley said on her blog that Harris wore the same earrings during the presidential debate.",Social Media,https://www.politifact.com/factchecks/2024/sep/11/social-media/no-kamala-harris-was-not-wearing-audio-earrings-du/,c328372c-3533-46c1-89f2-5ae00549a093
"Charleroi, Pennsylvania, “has grown by 2,000% due to an influx in migrants.”",false,"Town officials said 700 to 2,000 immigrants have moved there over recent years, and there has been a significant rise in the number of students who are learning English in the school district. ""Take the small town of Charleroi, which has grown by 2,000% due to an influx in migrants,"" McCormick said in a recent post on X. McCormick said the Pennsylvania town of Charleroi has ""grown by 2,000% due to an influx in migrants.""",Dave McCormick,https://www.politifact.com/factchecks/2024/sep/19/dave-mccormick/dave-mccormick-exaggerates-charleroi-pa-population/,ba1c736f-1f7b-4da8-97ac-d1e1db6ae30b
"""ÚLTIMA HORA Río Nilo se pinta de rojo sangre"".",false,"Portavoces del Servicio Nacional de Turismo de Chile y de Paricota Tours, una agencia privada de turismo en Chile, confirmaron a PolitiFact que la imagen de la publicación en Facebook mostraba la Laguna Roja. En la página del gobierno chileno Chile.travel, encontramos una imagen de la creadora de contenido Victoria Ansaldo con la misma ropa que en la imagen compartida en la publicación en Facebook. Al hacer una búsqueda de imagen inversa de la publicación en Facebook, encontramos diversas páginas sobre la Laguna Roja en Chile.",Facebook posts,https://www.politifact.com/factchecks/2024/sep/12/facebook-posts/esta-foto-muestra-la-laguna-roja-en-chile-no-el-ri/,845b692c-b5c2-4995-b0a4-d7a0c987da6a
“iPhones exploding in Lebanon blowing up random people.”,false,"""iPhones exploding in Lebanon blowing up random people,"" said an X post accompanied by what looks like an exploded iPhone. But the image of the damaged iPhone is not from the Lebanon attacks. We rate the claim ""iPhones exploding in Lebanon blowing up random people,"" False.",X posts,https://www.politifact.com/factchecks/2024/sep/20/tweets/no-this-image-doesnt-show-an-iphone-that-exploded/,48fc0e2a-dc7f-4cd4-87c8-1e99e54eb443
"""Kid Rock heads to North Carolina with Millions in supplies. Taylor Swift Nowhere to be Found.”",false,"The claim that Kid Rock has donated millions in supplies in North Carolina while Taylor Swift was nowhere to be seen originated on a satirical website, but many users are sharing it as real. We found no credible news articles in a search of Google and the Nexis news database that Kid Rock has donated ""millions in supplies"" to North Carolina storm victims. Some social media posts are praising singer Kid Rock and chastising singer Taylor Swift for their responses to Hurricane Helene.",Threads posts,https://www.politifact.com/factchecks/2024/oct/13/threads-posts/claims-that-kid-rock-aided-storm-victims-while-tay/,88b47617-c0ca-4373-b80a-195cebc3c790
“Video shows Kamala (Harris) responding to someone talking through her earrings that she allegedly wore during the Trump vs. Harris debate.”,pants-fire,"""Video shows Kamala responding to someone talking through her earrings that she allegedly wore during the Trump vs. Harris debate,"" the Sept. 29 Instagram post said. During the debate, Harris wore pearl earrings. Let’s get a few things out of the way: The video doesn't show Harris talking to someone through her earrings, which are different than the pair she wore during the debate.",Viral image,https://www.politifact.com/factchecks/2024/sep/30/viral-image/hear-hear-this-video-doesnt-show-kamala-harris-tal/,dddf115c-910b-4ff0-a4fe-f02888db655d
“Breaking: Pete Buttigieg reveals that he is HIV-positive.”,pants-fire,"This claim about Transportation Secretary Pete Buttigieg is entirely invented, but stereotypes about gay men and HIV are part of a much older playbook. Gay and bisexual men still remain at high risk for contracting HIV, but people can take many steps to prevent infection. Although anyone can contract HIV, the stigma for gay men persists today.",X posts,https://www.politifact.com/factchecks/2024/oct/03/tweets/parody-account-spreads-false-claim-about-secretary/,06eb42ec-7810-4313-86be-62f09c79694c
"“The transgender thing is incredible... your kid goes to school and comes home a few days later with an operation. The school decides what’s going to happen with your child.""",pants-fire,"Trump’s campaign cited school policies that do not require teachers to notify parents if a student is transgender, but these policies do not mean a child can be given medical care or surgical care without parental consent. We asked National Association of School Nurses President Kate King what kind of medical care school nurses may give. Schools do not provide medical care without parental consent, let alone surgery.",Donald Trump,https://www.politifact.com/factchecks/2024/sep/05/donald-trump/trumps-pants-on-fire-claim-that-schools-are-perfor/,e3499f84-ad5d-4b2e-9d60-ebcfda9f7107
“Oprah is a sex trafficker. She’s been caught and now has to be escorted around” by U.S. marshals,false,"We rate the claim that Winfrey is a sex trafficker who must be escorted around by U.S. marshals Pants on Fire! ""She’s been caught and now has to be escorted around by the U.S. A U.S.",Threads posts,https://www.politifact.com/factchecks/2024/sep/25/threads-posts/no-us-marshals-dont-escort-oprah-winfrey-around/,4f7d0812-1dd1-451d-b932-e9c3995086c7
“Donald Trump said he was going to allow Medicare to negotiate drug prices. He never did. We did.”,true,"More importantly, the Most Favored Nation model did not authorize the government to negotiate prescription drug prices with manufacturers — the policy Trump promised to implement. As a presidential candidate in 2016, Donald Trump promised to let the government negotiate prescription drug prices directly with pharmaceutical companies. Harris, therefore, is correct that Trump never was able to open Medicare up to drug negotiations despite his sweeping campaign promises.",Kamala Harris,https://www.politifact.com/factchecks/2024/sep/30/kamala-harris/trump-never-managed-to-implement-rx-drug-price-neg/,dfe21513-d1a6-45fc-8646-857197baf90e
"“Unlike other amendments, Amendment 4 has no definitions. … Without definitions these words can mean almost anything.”",barely-true,"An anti-Amendment 4 ad in Florida says, ""Unlike other amendments, Amendment 4 has no definitions. ""Unlike other amendments, Amendment 4 has no definitions,"" the narrator said. ""Unlike other amendments, Amendment 4 has no definitions,"" the narrator said in a Vote No on 4 ad that aired during the Sept. 10 presidential debate.",Vote No on 4,https://www.politifact.com/factchecks/2024/sep/23/vote-no-on-4/floridas-amendment-4-on-abortion-is-short-does-a-l/,b84e74bd-f8fb-43a1-8258-167bf99687bd
The World Health Organization ordered governments to prepare for “mega lockdown” because of an mpox strain.,false,"The framework encourages countries to control mpox outbreaks, advance mpox research and limit transmission between animals and people. But the WHO has made no announcements about mpox lockdowns. The full article says the WHO has ordered governments ""to prepare to initiate tough new lockdowns"" after declaring mpox a public health emergency.",Instagram posts,https://www.politifact.com/factchecks/2024/aug/20/instagram-posts/no-the-who-has-not-ordered-global-mpox-lockdowns/,5c188a07-57c8-4727-8239-52e464d4cddf
"El expresidente Donald Trump “tiene la intención de promulgar lo que, en efecto, es un impuesto nacional sobre las ventas…que elevaría los precios para las familias de clase media a casi $4,000 al año”.",half-true,"El Instituto Urbano-Centro de Política Fiscal de la Institución Brookings, un grupo de expertos con sede en Washington D.C., calculó que los aranceles del 10% y el 60% reducirían colectivamente los ingresos medios después de impuestos de los hogares estadounidenses en unos $1,800. Durante su discurso de aceptación el 22 de agosto en la Convención Nacional Demócrata en Chicago, Harris también dijo que Trump ""tiene la intención de promulgar lo que, en efecto, es un impuesto nacional sobre las ventas — llámelo impuesto Trump — que elevaría los precios de las familias de clase media en casi $4,000 al año"". Aunque los aranceles se recaudan por separado de los impuestos, la mayoría de los economistas dicen que gran parte de su impacto se traslada a los consumidores.",Kamala Harris,https://www.politifact.com/factchecks/2024/sep/05/kamala-harris/los-aranceles-propuestos-por-donald-trump-costaria/,3d0e8937-810a-48d8-a6f0-8f6275bfc8a5
Video shows “the bunker-busting bombs that ended the lives of (Hassan) Nasrallah and Hezbollah’s leadership.”,false,"Another bombing of a residential building was shared Aug. 27 on X with a caption saying it was from the Nuseirat camp in Gaza. The X video that claims it shows the strike on Nasralla also contains other footage of Gaza airstrikes, including: A man and a child run as a building behind them is hit by a bomb, shared Aug. 17 on Facebook and labeled as being in Gaza. A video of a residential building was shared on Instagram in February with a caption saying it was from Gaza.",X posts,https://www.politifact.com/factchecks/2024/sep/29/tweets/video-compilation-doesnt-show-deadly-airstrikes-on/,3ec453f5-ec39-4276-8b19-ab0855492283
"""El crimen violento aumentó bajo Donald Trump"".",half-true,"Después de disminuir durante los primeros tres años de la presidencia de Trump, el aumento de la tasa de crímenes violentos en 2020 (su último año del republicano en el cargo) fue lo suficientemente grande como para borrar las disminuciones de los años anteriores de su mandato. Sin embargo, incluso considerando el repunte de 2020, la tasa de crímenes violentos en el último año de Trump fue aún más baja que en el último año de su predecesor, el presidente demócrata Barack Obama. La última parte de la declaración de Walz se refería a la condena de Trump en mayo de 2024 por 34 cargos de falsificación de registros comerciales en un esquema para encubrir un pago de dinero secreto a la actriz porno Stormy Daniels previo a las elecciones presidenciales de 2016.",Tim Walz,https://www.politifact.com/factchecks/2024/aug/09/tim-walz/tenia-razon-tim-walz-al-decir-que-los-crimenes-vio/,8a5ae101-fc27-49d0-a77f-e08fe217d318
Kamala Harris campaign ad “features a mother expressing regret for not having an abortion.”,pants-fire,"""BREAKING: New Kamala Harris campaign ad features a mother expressing regret for not having an abortion,"" the caption of an Oct. 2 X post read. The voice in the fake ad ""doesn’t sound quite like Harris in terms of the cadence or the intonations,"" he said. Harris didn’t release an ad that ""features a mother expressing regret for not having an abortion.""",X posts,https://www.politifact.com/factchecks/2024/oct/03/tweets/harris-speech-on-abortion-was-likely-ai-generated/,df622bfd-344b-4194-bdf8-8f22d420feb0
Patents dating back to the 1800s show that people can control the weather.,pants-fire,"Experts told PolitiFact that they knew of no technology that allows anyone to control the weather or create a hurricane, and denied that the meme’s patents proved weather control is possible. Our review of some of the patents found that not only do they not prove humans could control weather features such as hurricanes, but some appeared to have no direct connection to weather technology. Experts said they knew of no technology that could create or control hurricanes.",Marjorie Taylor Greene,https://www.politifact.com/factchecks/2024/oct/10/marjorie-taylor-greene/us-rep-marjorie-taylor-green-cited-patents-as-proo/,b8dceaba-a5a1-4976-b5b3-05a91cb2146b
"Hurricane Milton article is evidence they ""control and plan these storms.""",false,The Convoy of Hope article also was updated Oct. 7 to note that the hypothetical article had been taken down now that a real storm named Hurricane Milton was expected to hit Florida. An Instagram post claimed that an article about the effects of Hurricane Milton published before the storm hit the U.S. is evidence that storms are controlled and planned. The Hypothetical Hurricanes article about Milton now says the original article was deleted Oct. 7 to prevent misinformation.,Instagram posts,https://www.politifact.com/factchecks/2024/oct/08/instagram-posts/hurricane-milton-article-came-from-fictional-wiki/,6ba07c6c-b882-4093-98a9-37a78d9f69ed
Sen. JD Vance admitted he has a ‘rent-a-dog’ from the Trump campaign to make him “seem like a dog person.”,false,"The video shows Vance telling Carlson, ""He’s actually a rent-a-dog that was given to me by the campaign to make me seem like I’m a dog fan."" Vance did not call his dog a ""rent-a-dog."" Vance said his family has had Atlas since he was a puppy.",Social Media,https://www.politifact.com/factchecks/2024/sep/22/social-media/jd-vances-german-shepherd-atlas-is-his-actual-dog/,b3f64b3e-cac2-4d8a-9cc5-2990adab0380
"Photo shows missing couple Raymond Peterson and his wife, Sophie.",false,"Other Facebook posts featuring the same photo and narrative say Raymond Peterson and his wife Sophie were last seen in other places around the United States, such as ""Northeast Montana."" We rate claims this photo shows Raymond Peterson and his wife, Stephanie Menard, a couple missing from Texas, or any other state, False. One such post said the pair had been last seen in Wise County, Texas.",Facebook posts,https://www.politifact.com/factchecks/2024/sep/26/facebook-posts/no-this-isnt-a-photo-of-a-missing-texas-couple/,5f28249a-3c52-4a2a-8564-a849579bbf52
"Vice President Kamala Harris “cast the tiebreaking votes that caused the worst inflation in American history, costing a typical American family $28,000.”",barely-true,"Trump said Harris ""cast the tiebreaking votes that caused the worst inflation in American history, costing a typical American family $28,000."" However, most economists also agree that the American Rescue Plan exacerbated inflation but was not the sole cause. During a Sept. 7 rally in Mosinee, Wisconsin, Trump said that as vice president, Kamala Harris — his Democratic opponent — ""cast the tiebreaking votes that caused the worst inflation in American history, costing a typical American family $28,000.""",Donald Trump,https://www.politifact.com/factchecks/2024/sep/08/donald-trump/fact-checking-donald-trump-on-the-scale-and-causes/,234f1a21-b07f-455d-b505-aa476d013eaf
Mike Rogers supported “laws that could eliminate IVF and birth control.”,half-true,"Slotkin said Rogers supported ""laws that could eliminate IVF and birth control."" IVF could still be legal under personhood laws, but experts said the procedure would likely be more expensive and have lower success rates, and providers could exit the industry because of liability risk. All that said, the bills Rogers supported would not have banned either IVF or birth control.",Elissa Slotkin,https://www.politifact.com/factchecks/2024/sep/13/elissa-slotkin/claim-that-ivf-and-birth-control-could-go-away-und/,c1d4ed1e-4066-4eb8-8424-71d5e3e164b9
“Taylor Swift forced to cancel Eras Tour dates following endorsement backlash.”,false,"We rate the claim that Swift was forced to cancel Eras tour dates after endorsing Harris False. We could not find any news reports about Swift canceling tour dates after her Harris endorsement. ""Taylor Swift Forced to Cancel Eras Tour Dates Following Endorsement Backlash: ‘Only 2,300 Tickets Sold,’"" read a Sept. 16 Facebook post.",Facebook posts,https://www.politifact.com/factchecks/2024/sep/18/facebook-posts/no-taylor-swifts-didnt-cancel-eras-tour-shows-afte/,47329b71-1084-4a12-8e36-6606bd93f055
Project 2025 would “cut” the Federal Emergency Management Agency and “kill federal-backed flood insurance.”,true,"Project 2025’s proposed FEMA changes include raising the per capita threshold for providing FEMA public assistance, terminating its grants, replacing the National Flood Insurance Program with privatized insurance and changing FEMA’s cost-share so that federal government covers less of the cost for smaller disaster response and recovery. But Project 2025 said FEMA grants should be terminated and states ""should bear the costs of their particularized programs"" instead. Social media posts said Project 2025 would ""cut FEMA"" and ""kill federal-backed flood insurance.""",Social Media,https://www.politifact.com/factchecks/2024/oct/03/social-media/would-project-2025-cut-fema-proposals-would-reduce/,fff49fd5-ab8d-481b-b983-e75c3393f96f
"Says Kamala Harris tweeted, “It’s BLACK LIVES MATTER, not ‘Biden Loves Minors!’”",false,"But Vice President Kamala Harris didn’t post on X reacting to calls to prosecute Cheatle. ""I am DISGUSTED by @BoLoudon’s SEXIST call to prosecute our first DEI Secret Service Woman Director,"" reads what looks like an X post from Harris, referring to a conservative commentator and friend of Trump’s son, Barron. ""Bo is a 17 year old RACIST — it’s BLACK LIVES MATTER, not ‘Biden Loves Minors!’ DO NOT follow him!’"" A July 28 Instagram post sharing an image of the purported X post was flagged as part of Meta’s efforts to combat false news and misinformation on its News Feed.",Viral image,https://www.politifact.com/factchecks/2024/jul/31/viral-image/no-this-isnt-an-authentic-x-post-from-harris-about/,0efeea0d-7478-44a8-ae90-17f0e9ce5081
"Four government agencies donated nearly $900,000 of taxpayer money to Kamala Harris’ presidential campaign.",false,"Although these four government agencies are listed among the top contributors to Harris’ campaign on Open Secrets’ website, it doesn’t mean the agencies themselves donated to her campaign. As of July 29, Open Secrets reported the following contributions to Harris’ campaign from people affiliated with these government agencies: Defense Department: $213,460 Health and Human Services: $203,574 State Department: $197,640 Veterans Affairs: $217,420 Government agencies, including the Defense Department and the Department of Veterans Affairs, are also listed among the top contributors to former President Donald Trump’s presidential campaign on Open Secrets’ website. Under each of these government agencies, Open Secrets’ website says individuals were the source of the political contributions.. On these top contributor pages, Open Secrets further explains why and how it uses donors’ employer and occupation information.",Instagram posts,https://www.politifact.com/factchecks/2024/sep/03/instagram-posts/no-these-government-agencies-didnt-donate-taxpayer/,e22b6bf8-9369-499d-bea8-7351926b49c4
