label,statement,source,uuid
barely-true,scott walker supported transportation bill hes attacking said time would save taxpayers money,LIAR,0c73acf8-c5d6-48c4-9566-d5c22ad6bd57
pants-fire,new tax increases went effect jan1 2015 passed affordable care act aka obamacare,LIAR,80ec30a0-9409-499c-86e0-86d15ed62dda
barely-true,says united states treaties apparently 69 countries obligated defend borders treaties executive treaties authorized congress,LIAR,6c46643a-ad92-4237-8cb0-c8ce0ad70dd0
mostly-true,florida number voters register grown million last 10 years compare democrats grew 300000 republicans grew 200000,LIAR,bf83e1f3-377c-43b5-ad93-aa0fc5c9adc9
true,claims ohio gov john kasich says climate change problem,LIAR,86a4f522-c224-434a-8d12-c85b7ab4bce1
true,says lawyer appointed eric holder investigate government leaks helped donated obamas campaign vetting vice presidential prospects,LIAR,91856b6e-81ac-4ef9-979f-9d6aa806d0f2
pants-fire,loss eight million jobs bush eight years,LIAR,0d16b2e0-55b4-494c-9268-ae8f98da5026
barely-true,chris christie cut equal pay women calling senseless bureaucracy,LIAR,3a2ba293-a405-4642-931d-3bbd9d233c12
barely-true,many alarmists global warming theyve got problem science doesnt back particular satellite data demonstrate last 17 years theres zero warming,LIAR,d0201609-3ecd-4f3a-9ae6-841e88df9331
mostly-true,nascar fans twice likely non fans serve military 37 percent active servicemembers veterans nascar fans,LIAR,dbee206a-e4ef-412d-92a0-68cd7f9bef94
pants-fire,one american history moved june 16 announcement may 26 winning majority trumps achievement remarkable,LIAR,3d77ceb0-0588-4aad-9fdb-604a193e2d81
barely-true,asked public employees pay 10 percent costs guaranteed pension 15 percent cost health care leadership public employees unions dont want pay anything,LIAR,c8eb64d4-e1cd-45d3-ad7e-b17a97c98dff
false,majority americans since harry truman days support singlepayer health insurance full medicare,LIAR,3d6bf42e-b27c-4a42-abea-38fff2ecada7
mostly-true,boston marathon bombing fifth case us government officials examined individuals potentially involved terrorism felt threat went carry terrorist murders,LIAR,92126a1d-dc2d-4ab9-8b54-e11911bb3df3
barely-true,onehundred times many people worked way poverty american middle class presidency compared ronald reagans presidency,LIAR,ae948201-89b2-4f1a-83cd-c88d6b4440cc
true,state school funding per pupil 16 percent compared 2009 adjusting inflation,LIAR,d61a8c5b-b573-46b4-b6b3-d72e97840393
half-true,says lived 2008 promise closed corporate tax loopholes sending profits overseas,LIAR,05a8aedc-a9f0-45a0-8b5f-36fa9afea2be
true,dekalb county cut money general fund budget local government atlanta metro region,LIAR,80c323cd-f41e-42e1-9f2e-8b68662f9820
barely-true,obamas plan raise capital gains tax hurts middle class,LIAR,832fd18d-7c56-45b2-af20-14c5b1eca1e8
mostly-true,says obama administration delay health care laws employer mandate affects 1 percent american workforce,LIAR,e7a49e4d-84b2-47e4-84f3-544a753a28c4
barely-true,florida supreme court express authority florida constitution remove questions ballot proposed legislature,LIAR,6230f890-162f-4ff7-a117-1efcc2c78098
half-true,montana democratic sen jon tester largest recipient lobbyist money,LIAR,dcb7e603-edd0-4f8b-a8f2-71985ff9ce0b
half-true,unemployment insurance kept 620000 children poverty 2012,LIAR,3e1af443-b2e7-42d9-8170-dc04273df7fc
half-true,government subsidies renewable energies wind solar 100 times greater given gas coal 50 times greater nuclear industry enjoys,LIAR,c7e09380-265e-477f-8966-ea3023f3dc52
true,lyndon b johnsons first 20 years congress opposed every civil rights measure came vote,LIAR,dd6b5a66-395d-4520-af49-1664ea066069
false,says many states floundering crushing deficit spending,LIAR,9e8bdee4-95a5-4611-b076-6adef5d56cff
Miscaptioned,video shared september 2024 shows us sen jd vance republican vice presidential nominee endorsing project 2025,Snopes,09655044-56d5-4889-93cc-764a7842dc9c
true,total added nearly 75000 private sector jobs new jersey since took office january 2010,LIAR,d9884d2f-04e7-45ae-b748-b5c66021cbc1
barely-true,says williamson county district attorney john bradley reduces 36 percent felonies misdemeanors hands,LIAR,770bba23-9abf-4bbb-8d6e-a7dae858b283
false,driven health care costs lowest theyve 50 years,LIAR,a9ed0ef0-7d58-4879-a020-7c3b78bba2c3
barely-true,house republicans werent part negotiations wall street bailout plan,LIAR,7f173174-5be1-4e26-ac54-b063bee73f7c
mostly-true,highest corporate tax rates world right,LIAR,a19b6b6c-8b5a-4724-a293-6e8e2cdf531f
mostly-true,theyre saying 40 percent traffic goes sakonnet river bridge state,LIAR,034a9c31-88ec-4e56-b559-207780c30b0c
barely-true,blames mike mcintyre nancy pelosi second straight year costofliving increases social security beneficiaries,LIAR,9ab7c862-d816-4477-9f32-6d6ac6c92f66
barely-true,2 owner fox news prince alwaleed bin talal said strong american government good us,LIAR,7c85bc5d-1458-45b0-8e9a-6d6bdb23dfb3
half-true,1 percent americans millionaires 47 percent house reps millionaires 56 percent senators millionaires,LIAR,36c18e67-c9cf-4a94-a09b-cfcfb201ccc5
barely-true,says hillary clinton voted raise taxes workers earning little 41500,LIAR,7c885a60-331c-4586-8680-e3aedcdbc229
pants-fire,says president barack obamas recent new york fundraising trip cost 25 million 50 million,LIAR,c0bf6fdb-557a-4c54-8c11-0e06994c63fd
false,nevada energy independent within immediate future,LIAR,7c7d5fa4-2034-417e-82c1-360bef9f1424
barely-true,says hillary clinton told daughter government official benghazi terrorist attack tells everybody else video,LIAR,cbe6a785-0b70-42cd-b39c-b8535ae7cc0a
pants-fire,says hawaii gov neil abercrombie made latenight visit kinkos forge president barack obamas birth certificate two days obama unveiled media,LIAR,278b525e-4d42-4af3-bc3e-f44e7ba77c38
mostly-true,federal government owns half west yet continues acquire land,LIAR,5c8a9239-e104-4a87-8f16-d786116a853d
half-true,says mitt romneys plan makes catastrophic cuts education,LIAR,7fda6e32-0a62-4c47-b1ba-abf42a375ed7
half-true,sarah mayor wasilla tried fire highly respected city librarian librarian refused consider removing library books sarah wanted removed,LIAR,a5057e1d-6494-4ea7-8eb8-5964c17058b8
barely-true,50 percent people getting minimum wage state high school students,LIAR,9f2b8477-7305-40dc-89fc-4fc733e0f65e
mostly-true,scott walker right 46th country terms new businesses started,LIAR,4f775c1e-1cd8-4baf-80db-b8549d177e0d
false,saysproposal boostteacherpension fundputs mandate local government,LIAR,75a3b29a-f156-4c72-a7ed-02168f757e04
half-true,rick scott historic 20 billion funds education,LIAR,00d588ac-9442-4d52-b4b7-4e71f2a171c9
mostly-true,energy nominee steven chu called coal worst nightmare,LIAR,3fc8d62a-3877-4352-8f00-7e0e832f936c
barely-true,obamacare could cause 20 million people lose current coverage,LIAR,de45579f-64d0-46b4-a6df-adb33e3b01e7
mostly-true,says try hide marijuana hemp field becomes worthless thc goes away,LIAR,1408f164-be1c-4b47-a9d4-b663ed3ffc79
barely-true,afghanistan rare someone killed action killed improvised explosive device ied,LIAR,31ef7691-ef00-4446-9bbb-5c081b13067e
half-true,united states 65th 142 nations territories equal pay,LIAR,65c2c054-243b-4582-a71f-c31ff63f8607
half-true,democrats rang 142 trillion budget deficit 2009 single largest american history,LIAR,302e1759-20a5-4340-9852-e6a8d51cc0fd
true,spent 3629 campaign governor,LIAR,6a4c2f99-d4ea-46bb-813a-42a1546b0f57
false,says texas state exempts jet fuel state motor fuels tax,LIAR,c59d48e5-063f-4120-ac08-479d01005cf4
true,like marco rubio sen barack obama one worst attendance records senate,LIAR,6674b825-78bd-46c3-bbe4-c1140caa6bb4
barely-true,reality problems whatsoever texas voter id law,LIAR,26746926-e5a2-4baf-8cc7-d63f69d53091
false,martin luther king jr republican,LIAR,d26875d2-e393-430c-a8e3-838e4caea90f
true,says donald trump supported canadianstyle universal health care system,LIAR,4d20c6d9-f4bd-45ce-8e0a-5652f3853dc2
false,says answer directly president theyve said repealing dont ask dont tell terrible idea,LIAR,13838abb-7c3f-4c4b-8008-08b1eadff749
false,2 billion earmarks fiscal year 2012,LIAR,817d69e5-030e-40f8-84af-69af129dc40b
pants-fire,obama went pakistan 1981 could traveling us citizen,LIAR,9ef2fc0c-4560-44bc-a00f-bb6f1d94ffc9
true,federal government spending 25 percent entire economy versus 100 years ago spent 2 percent,LIAR,5eb41039-186d-4ad3-92aa-fd3d0cfca7a9
false,austins pease elementary school created part texas constitution,LIAR,cadbef2f-3317-4540-a7b2-5f1cd9e3d07c
mostly-true,proposed cuts house farm bill mean 2 million less people food stamps 210000 children receive school lunches breakfasts,LIAR,8b5ee707-b622-4431-9fee-98d45e125abb
true,georgia ʺmore bank failures stateʺ,LIAR,fc9856ab-105c-4a83-855e-46f66e57bf13
barely-true,barack obama joe biden oppose new drilling home oppose nuclear power,LIAR,d13c5b39-370a-42a6-af81-9db740142660
true,baucus bill contains provisions would send massive federal subsidies directly private insurance plans governmentchartered cooperatives pay elective abortion,LIAR,a7f5357d-bcdf-4820-92c4-098e9ba413f9
mostly-true,people today leaving virginia moving,LIAR,329d9389-1262-4f9e-b093-12530920230f
true,highest corporate tax rate world 35 percent,LIAR,13325d0c-580d-47e4-926c-fdda288e70d8
false,scott maddox run losing campaigns 3 floridas 4 available cabinet positions,LIAR,4cdff148-b1d0-4819-8ac4-ff66c12919b8
mostly-true,proposed ban hollowpoint bullets bullets expand upon impact essentially bans deer hunting,LIAR,bfb1ba7d-da0e-4834-bd6d-8c46ef1f15ac
barely-true,rosalyn dance voted president obamas medicaid expansion,LIAR,23cb4b71-7612-4132-af2c-a5a39e2cb2ce
false,ohios credit rating high get aa,LIAR,9954ca40-73e2-4f67-b2e1-84145a8cbcce
barely-true,spillover violence mexico texas real escalating,LIAR,090d15b0-d3b1-40b2-9d29-4579777c0376
pants-fire,spend less defense today gdp time since pearl harbor,LIAR,fa96e226-2790-4ad6-b7d8-f480819786f9
half-true,says impressive education record republican candidates,LIAR,ceb2dc53-9af9-44b9-ba1b-c61940aa2ddf
mostly-true,says personalinjury trial lawyers provided 80 percent funding texas democratic party decade,LIAR,7b4a3f97-97ae-494d-a53a-3d2e5d0e0558
false,beyoncé taylor swift announced big endorsement concert said silence late voice must heard,PolitiFact,6670a4ef-94bd-4e52-9c0e-8fd22b457532
half-true,every major religion opposed samesex marriage,LIAR,d2f88a76-0e20-400a-8a57-b9c9a39b2bbe
true,18 percent land state right either federally state county owned conservation purposes,LIAR,1aa09b3e-a2a5-4702-a73b-c6cfc70533f6
half-true,reason allocate 60 percent bridge space satisfy two percent travelers,LIAR,93769470-b477-4bad-86c5-10d8f8f54522
mostly-true,says marco rubio opposes abortioneven case rape incest,LIAR,ae76aac7-af8d-45ac-b34f-718d16e3148a
barely-true,us rep ron kind dwis fellow democrats went spending spree credit card maxed,LIAR,8133922e-02d7-4840-8426-29bec7683e52
true,collective net worth americans taken 55 trillion hit mainly due plummeting home values,LIAR,e2c20803-8cdd-4d96-81cd-6c1e0ce2f4ff
false,house representatives fails extend middleclass tax cuts 400000 middleclass rhode island families see federal income taxes increase,LIAR,4af115c4-81da-43e2-855e-334a4e3fdb93
half-true,texas law requires every high school voter registrar part responsibility make sure children become 18 become eligible vote vote,LIAR,ffb938b6-c3cd-489a-bb79-783057905147
mostly-true,ive cut budget lieutenant governors office half,LIAR,a89d7630-b491-4ffa-a131-d27123c2925a
mostly-true,says gov doug ducey wants use taxpayer dollars increase salaries private prison guards,LIAR,a11cac3e-6818-4b55-8ddf-fcf1e2f19e33
barely-true,ben bernanke inflationary chairman history federal reserve,LIAR,5df90575-42da-4296-a5e2-aba5e99df8ae
mostly-true,mike pence voted expanding childrens health insurance program hillary helped start,LIAR,4163b7af-9384-46ff-b9be-7914bfa78f10
mostly-true,race tighten thats happens end campaigns always,LIAR,3297dda3-ce2f-4680-b792-13986b59c7aa
true,americas wealthiest 25 percent pay 86 percent total income taxes wealthiest 5 percent pay 60 percent total income taxes,LIAR,f08ca47c-a54f-4c82-aae2-22a289acb277
false,oregon state 50 states usa continues pay 100 medical benefits employees families,LIAR,12041163-278c-4cb7-8aaf-c01c6ae16a8b
pants-fire,law enforcement agencies found bodies desert either buried lying beheaded,LIAR,3c91b9dc-8cd0-4488-830d-33c83c72b4c1
barely-true,cut property taxes onethird state texas ive governor,LIAR,64e42cd8-c6a8-4ebd-b9c7-8cc2dc1c16fd
half-true,period 2007 2011 office health insurance commissioner reported 18 percent decline states total medical spending,LIAR,07f11757-ef95-4d93-a524-0f893b0e7ec0
half-true,look done last decade created 1 million jobs state texas time rest america lost 25 million,LIAR,92757090-0c87-4ab9-9ece-45191f954648
false,says hillary clinton let hook email scandal gen david petraeus life destroyed far far less,LIAR,029b0a7d-f11e-42ea-b793-5e0ddf66f896
true,obama administration put major rules clinton administration bush administration comparable times,LIAR,84e6a928-cb9f-40b5-be0f-3f0b3240827e
pants-fire,image chrisabele tv ad depicts wealthy citizens would benefit lake created controversial estabrook dam,LIAR,d0baddf0-5931-4c4f-8e6e-955785472523
barely-true,says mitt romney belittled middleclass tax cuts nothing little bandaids,LIAR,763b1436-72e1-48c5-9963-48cb42e327de
True,baby named emma gibson born 2017 embryo frozen 1992 carried birthed nonbiological mother born 1991,Snopes,dd902d08-87de-4789-867c-3916d85a7d41
true,says months special session cost state 27300 day legislators daily living expenses,LIAR,706239d6-36e1-49c5-98bc-53384d123dd5
barely-true,ann kuster turned blind eye need funding voting funding nations veterans lowincome women children fda national institutes health,LIAR,92f74388-f7cd-4fb0-a3ff-6498c20c89f2
barely-true,says according recent pollsno republican candidate better hillary clinton,LIAR,ee7f65fe-4563-4263-91ad-e1ed0f26df84
true,says new financial services law requires 358 regulatory filings,LIAR,e3686031-b368-4454-a251-62b6b4b40409
half-true,big rooftop solars plan forces nevada families dont solar panels pay higher power bills subsidize rooftop solar,LIAR,5723b4a8-a759-4185-86ce-8056009cc090
true,people actually broken transcripts oral arguments antonin scalia told jokes got laughs justices,LIAR,b9d7fd08-b42e-49cf-862b-2cf11c092689
pants-fire,technically ted cruz even american,LIAR,3b6adb87-5047-43f5-b5f4-afc4534e152e
false,first member congress call barack obama socialist,LIAR,6afbbe77-b7fa-4879-980d-b24990e78e2c
half-true,hillary clinton interview tom brokaw quote paid tribute ronald reagans economic foreign policy,LIAR,66b6812a-16a9-4f9f-a900-f28a5ab32117
half-true,first time 35 years businesses closing starting,LIAR,85a2da15-3efc-4629-a85c-1b187c738af9
half-true,milwaukee county governments debt burden,LIAR,3ad15b11-bb0c-4705-9c4e-40a612d8c0ca
true,opponent day one campaign attacked medicare medicare advantage claim found false,LIAR,a38cf75e-53c0-4386-877c-3803a1412025
half-true,alex sink used taxpayerfunded plane could get vacation bahamas,LIAR,8031e922-f354-41be-86ee-d4006ab5389c
half-true,two years ago providence alone spent 50000 year notifying school department residents states sex offender registry,LIAR,c01e01f9-ca1a-483c-9f54-883aab3f911c
half-true,says sen rob portman says ted strickland earned 400000 year lobbyist leaving ohio washington,LIAR,40c26a74-3027-4349-81e1-03e11ff3a8de
mostly-true,eighty percent american people support approach federal budget problems includes revenues includes cuts,LIAR,4e80a494-4d98-40a5-9432-cb7f99859a00
false,says stimulus money went buy electric cars finland payback obama supporters,LIAR,336adda1-e632-41e0-a078-3bc79ee0cf56
true,hillary clintons state department actually admonished one ambassadors wasnt using proper server,LIAR,632e6466-6a24-4eda-aa77-527e8d49ed5b
false,ohio lost population every state country except two,LIAR,dc90f859-a68b-41ab-a71a-4af5a3762900
mostly-true,71 wis roads poor mediocre condition 14 wis bridges structurally deficient functionally obsolete,LIAR,c1c5fe67-8a1a-47b2-922a-076cec2f3ab9
true,mitt romney gave away fathers inheritance,LIAR,c4a8db39-7b44-4e14-8420-0986822f2cd8
true,million people year come us legally country even comes close figure,LIAR,a69113c8-e1c7-486c-9216-ae8d52ab267e
mostly-true,california water infrastructure 16 million people,LIAR,27f6c701-f751-415a-b01f-d649b8a65628
mostly-true,theres never direct supreme court case people illegally whether kids citizens,LIAR,c0ff6332-0089-434a-9f8f-e7386ff4a1c2
half-true,elena kagan published five scholarly review articles mostly administrative law first amendment articles mostly technical procedural issues,LIAR,05a4d7ad-a63a-418d-8767-c1f08a14040b
true,says america spends 17 percent gdp health care costs closest competitor nations spending 12,LIAR,4260bd0d-93db-4449-af5c-97a19c4f41a7
half-true,status illegal immigrants,LIAR,75f4214d-2ec2-4129-81c4-3dada03624b8
false,coal industry,LIAR,682a6cac-275c-4b5e-ac09-b592b107d65e
half-true,whether iraq war mistake,LIAR,5f625329-9e28-4050-8f68-17e35bc16e8a
half-true,tougher standards holding toy gun manufacturers sellers account real guns,LIAR,53654b7a-4baa-4d2b-b2e5-dcea069209dc
barely-true,assault rifles already banned,LIAR,a502cf6e-e9a7-495b-8779-1a3db436b4d5
false,obamacare bureaucrat trying tell could get cat scan would delayed treatment,LIAR,6a3baf5d-9a77-4535-b96b-a10378784325
barely-true,says russ feingold voted raise taxes social security benefits seniors even tried give social security benefits illegal immigrants,LIAR,6ea7956b-6383-47e7-947a-bdbb37097f21
barely-true,hospitals rick scotts columbiahca health care company top executive said even turned away poor man left die outside door,LIAR,883a3231-0282-4b98-9601-bc5d733a4060
true,property taxes went largely technical college portion went 355 money put state,LIAR,1bef9dd3-7516-45c2-899a-892c82718d7e
false,presence gorillas calls question concept evolution,LIAR,b684b10b-b271-4d41-9943-ae8ba891c394
half-true,attacks republicans various programs economic stimulus plan stimulative add stuff accounts less 1 percent overall package,LIAR,c4217a22-e510-4583-93ed-638d681cfe7e
half-true,says never called teachers thugs said nothing great things fight curbs unions,LIAR,f78f6879-c6ee-435c-a213-640d14028be7
false,81 percent babies born lbj hospital right houston born women legally,LIAR,b95448f1-1d6f-47d3-9038-71ab6f61c25b
false,electric reliability council texas ercot estimated obama administrations power plan cause energy costs texas rise much 16 percent per year,LIAR,f91fc3e0-83a0-4492-8271-ce93f47499bf
true,hillary clinton agreed john mccain voting war iraq,LIAR,40d94e83-96e1-40f7-96f7-20013d71e5e9
half-true,common core standards takes minute teach student add nine plus six,LIAR,e7763cd6-0711-4dd2-9a4c-4cedc386fcd1
mostly-true,tax job creating businesses 35 percent united states second worst entire world,LIAR,8e22c054-07a0-45c0-9b2d-2fcbf175ce04
half-true,pentagon obama administration acknowledged seizing burning privately owned bibles american soldiers serving afghanistan,LIAR,3b4763ce-cb46-4b69-93e6-119b0c65cac3
half-true,austin mayoral candidate steve adler opposed injunction stop company dumping petrochemicals directly barton springs aquifer,LIAR,0d80b748-fba2-4cef-b902-14220f86fc04
half-true,says milwaukee county executive chris abele eliminated sheriffs office funding providing security presidential presidential campaign visits,LIAR,f9044c5a-e483-4ffe-89bb-1f9e2eaaa7c0
mostly-true,sen marco rubio refuses accept basic science climate change climate change denier,LIAR,31c69b71-0a83-43c5-86d8-6975b25975b0
false,nearly 14000 wisconsinites lost job since governor walker republicans took january,LIAR,b6a4a82a-3dbd-4348-bc76-a8cf096a4d3c
mostly-true,taxes groceries medicine rise plan improve roads rail metro atlanta,LIAR,803509c1-1ed6-400c-a98d-51c8e1786aff
mostly-true,says jeanne shaheen voted president 99 percent time,LIAR,7d462e37-9598-4a98-ba65-94a4b01339d1
barely-true,says president barack obama already passed obamacare taxes dozen hit middleincome taxpayers,LIAR,587643c4-6d84-498c-8417-0754799fb5e2
false,giving almost 2 billion taxpayer money junk food fast food industries every year make childhood obesity epidemic worse,LIAR,913f25ce-b7b8-43ab-a690-1f922183bc2e
true,republican leaderships budget proposal doesnt contain numbers,LIAR,03d9281f-1092-488d-a090-d44b2bad5886
half-true,health care reform requires use federal dollars fund abortions governmentrun health plan,LIAR,5d2ac03a-555d-42a5-b8e9-ee1ef9a810a7
pants-fire,says president barackobama issued upwards 1000 executive orders modern president,LIAR,4a3a876c-eef5-4eb9-ac28-e60b29b81756
pants-fire,says bruce springsteen 8000 tickets sold greensboro show canceled didnt get ticket sales wanted,LIAR,7ead6a01-d6bc-4eaf-8e1a-398b4e767fcb
true,koch network spending money senate race ohio anywhere else country,LIAR,eec514bc-8866-433d-855b-2d06aa82986d
true,one stroke pen president bush denied health insurance 38 million kids due get bipartisan expansion childrens health insurance program,LIAR,3c99e5c5-7455-4d89-a128-e8eedd8489df
barely-true,republican small business tax cut bill spends 80 million better google searches job creation,LIAR,2088b0a1-5d62-43fe-8992-2a215ef0eba1
true,john mccain says okay us spends next thousand years iraq,LIAR,1c4248f1-4e96-47c8-b1cb-9658bdbe1cb3
half-true,youre born poor youre likely stay poor time american history,LIAR,a8abe5bf-1649-4177-b560-17dd45cee700
true,says state rep kristi thibaut acorn lobbyist,LIAR,5eb91d1b-38de-4aa1-bb8b-f2ab739e65bc
true,ninety six percent employers granite state considered small businesses,LIAR,998be933-cb78-4037-99a1-bc4d5129e96f
half-true,188 billion funding k12 education funding highest florida history includes record 106 billion state funds,LIAR,d2bad524-4371-4bc2-9424-cc4aa828fdbb
true,governor meeting isnt covered open meetings act,LIAR,cf6e2e94-a386-4b50-917d-6a3ce8c933cc
true,sen mcconnell offered fully paid twomonth extension unemployment insurance,LIAR,005f0bef-c9b6-4c56-9de5-72161f486b2c
false,2001 02 pension system funded the100 level year two years point,LIAR,b25c546e-aa90-44e4-bd64-11e5a2577593
false,saysmichael bennet wants close guantanamo bay prisonand bring terrorists right colorado,LIAR,ab46ad49-afe8-4f39-9368-2a6451f46600
pants-fire,says rick perry spending money state takes covering deficits record borrowing,LIAR,e5719f4d-6aaa-4758-bbda-241fcb421015
mostly-true,50 state lobbyists lobby legislature money every year,LIAR,aa18d26a-8ee4-4570-9446-8001a557c923
true,social security disability fund going belly 2016,LIAR,15c6b675-d50a-4da8-99b7-a5d997b47ba2
barely-true,sacs came back dekalb county school district give midterm review got straight,LIAR,abd8cb06-a180-42ce-8265-6a8f6205cf54
true,gingrich supported individual health insurance mandates,LIAR,76164a10-f9a1-42c8-a361-b5387c4495cf
true,half women 30 give birth outside marriage,LIAR,54c6f4fa-8ae9-4e1a-9a1f-883d48398b4c
half-true,says 2 million oregonians received important medical services health plan,LIAR,1bae2603-c1e9-4900-a7af-e95fb05dac5e
mostly-true,gop health care plan would allow health insurance companies continue engaging unfair discriminatory practices like denying coverage people preexisting medical condition,LIAR,3b82997a-c4a3-41ee-a08e-e9a2e627d52a
barely-true,reason even colleges point politicians said know start colleges,LIAR,5c446058-2456-46cb-bbf7-28364f48cc59
true,says 1 7 american families food stamps,LIAR,426e4967-e679-4eab-aaa0-065969bb4d75
false,isis supporter tweeted 1034 shooting began 1045 chattanooga tenn,LIAR,e6c62d07-dd70-4739-9516-188549a3bf89
false,says opponent bill flores helped run company laid 3000 workers paid executives millions,LIAR,11331894-db07-4871-a104-1abb8d5ac744
mostly-true,says trimets analysis shows youthpass actually add transit agencys costs,LIAR,49cd1a23-e1f8-4b12-b197-d171d2c05191
pants-fire,says president obama waived work requirement welfare,LIAR,28591b98-594d-46ee-8ac0-1bc6d2699863
False,abc news whistleblower died car crash following sept 10 2024 us presidential debate,Snopes,7bf3ecfc-f52c-4ced-bcb9-940a74c3b7d7
mostly-true,cut spending serving state legislature,LIAR,e0ce47aa-3bb8-4e80-97b1-2f0bb785746d
half-true,federal deficit growing,LIAR,4f669b1d-d091-4475-8549-1cfdf0f88fda
mostly-true,says lawmaker seeks defund planned parenthood cutting children small pieces,LIAR,21a14a56-69eb-476e-a83d-a3a54253a7c2
half-true,today florida 50th place spending education,LIAR,76c4d69d-1aa3-4489-b4c9-a5c023496d4c
mostly-true,buffett rule raises virtually money maybe day half borrowing per year,LIAR,3f5f7bb0-caf3-4a65-ae2a-7d3fb170a0ba
Originated,man caught cutting 37 man buns unsuspecting men one day,Snopes,aaa1eda1-8dfd-433b-bbdb-248d3354e173
mostly-true,twice many gun shops mcdonalds united states,LIAR,c1d8b00c-c67f-4500-9228-4e4cd6b4c892
barely-true,roy barnes part team run trillions dollars debt americans spend years paying theyve done without creating one job,LIAR,78a229ef-93f4-4259-9fa1-36fcf8b4d8d2
mostly-true,says hillary clintons top 10 donors mainly banks corporations media bernie sanders top 10 donors labor unions,LIAR,01d21dbe-bd46-44a4-bd99-5a54bde89523
half-true,payasyougo law big reason record surpluses 1990s,LIAR,b9445697-e9f8-4543-98e1-f84f75aaab19
mostly-true,us sen johnny isakson voted 7 trillion national debt,LIAR,2a5ad233-3bec-471d-8cb4-7ad4ff382b3d
barely-true,one reasons social security much trouble funding stream comes people get wage people get wages declining dramatically,LIAR,df4592c2-eb41-4ad2-b6ff-34100f0e97e9
false,media widely overlooked comments made former president bill clinton hillary clinton terrible concussion took six months recover,LIAR,260dc423-abc8-4b84-b7a7-4268f903ea2a
true,unemployment rate folks whove never gone college almost double,LIAR,6b0791a1-cee5-4bba-bfd4-53d3492ed6c4
barely-true,polls show floridians dont want repeal affordable care act,LIAR,896fbbe7-420b-46da-8f87-689b8d5917a2
true,says 90 percent travis countys eligible residents registered vote,LIAR,9936d084-cbf2-4c1d-99b3-3b8dc3fa540b
false,email quotes maureen dowd column obama received suspicious contributions saudi arabia iran china,LIAR,d99d9d67-8c77-495c-9a0c-c4b097f1f81a
mostly-true,says nelson mandela communist,LIAR,350e105f-c5eb-4513-99be-78cf05da7afc
false,says claims texas faces 27 billion shortfall flatout false,LIAR,ac271449-d3f0-4667-9377-ee1bab89135e
true,says nearly 29000 oregonians almost 5 percent homeowners 90 days delinquent mortgage,LIAR,ea6023d6-167f-4444-9c22-65f68f11c975
mostly-true,2008 54 percent latinos texas registered vote 35 percent actually turned,LIAR,205e5ff7-6c76-49a7-9c91-c2dcdf270217
barely-true,republican leaders said tax cuts 95 working americans,LIAR,2358bbe2-ae53-4ced-be4c-2b23b9381c36
false,marco rubio says solo ingles english,LIAR,322aa0f1-28ca-44fb-b023-481205c97363
true,murder rate atlanta rise year,LIAR,9e09c636-8d45-4678-9426-c63b6047b95e
false,might surprised know 137 billion gallons flows lake erie every day might surprised know 863 billion gallons flow leaving us net surplus approximately 50 billion gallons day,LIAR,21766dce-61f7-4aa9-8fe2-32dbaeea51b9
false,300 million stimulus allocation wisconsin led creation tens thousands jobs every corner state,LIAR,3d1ac2e4-c656-41b1-b821-57ac80d87851
mostly-true,president obama border patrols border security deployed border previous president,LIAR,37fe636d-809b-4626-9801-b21cf93da54c
barely-true,mere request putin president obama withdrew plans missile defense program based poland czech republic,LIAR,779381eb-401f-4a9e-868c-238e663aa1fb
barely-true,jurisdictions domestic partnership registry enacted seen fewer people enter marriage,LIAR,79812ff2-44ab-42ed-896c-5ab1721cb545
pants-fire,except virginia 49 states keep raising gas tax,LIAR,1141dc21-302c-48de-9565-30588135a922
barely-true,women make 78 percent men make job,LIAR,cdfe4b9b-7127-4622-bb65-1973bd355708
barely-true,mitt romneys platform wont protect mortgage interest tax deduction middleclass families,LIAR,eef8de0a-73f4-4800-bece-ef9e55568f9b
true,wisconsin still ranks first among 50 states manufacturing jobs per capita,LIAR,7b6c4adb-4ce7-4acf-9095-6bb85eef428a
mostly-true,april study found 70 percent ads election cycle negative due superpacs 9 percent period 2008,LIAR,9c0f0641-ceb1-4be7-a13e-2c38ae67517d
false,first time since world war ii five nuclearpowered aircraft carriers docked together,LIAR,da176cac-925f-4112-91f6-5cbe62a35951
half-true,changed position gay marriage amendment anything else related marriage,LIAR,a4186ed1-facf-46bd-aea0-c650fdc515ab
pants-fire,members congress receive full pay retirement serving one term,LIAR,882639d8-c401-4d80-a154-cf2bb1f5d844
pants-fire,president barack obama doubled size government since took office,LIAR,bf9eb5ef-ae6a-46ea-947c-5ee41685a52b
mostly-true,says hillary clinton couldnt bring say need separate commercial banking speculative banking namely reinstating glasssteagall,LIAR,d0545792-1812-42d6-84d1-6ccef91a5708
pants-fire,says land commissioner jerry patterson threatened shoot,LIAR,538c279b-5aa6-4efa-a3a6-5a1d0950f844
true,state country bypassed general assembly authorize instate tuition undocumented immigrants,LIAR,22776149-7a07-4a2e-b9a7-71da9cfe0383
false,says tom hughes supports paving thousands acres overdevelopment sprawl,LIAR,8e3022ef-6cc6-4b0f-a1aa-42d8f2ce6446
pants-fire,recently rick scott closed 30 womens health care centers across state,LIAR,2df681eb-41d0-46b1-aeb5-e10c2b9553eb
